PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESA DAGRI 72/2019",NAMA DESA,"NILAI IDM 2021","STATUS IDM DESA 2021"
"72,056",PAPUA,MAPPI,MAMBIOMAN BAPAI,9117022025,GHANU,0.4357,SANGAT TERTINGGAL
"72,057",PAPUA,MAPPI,PASSUE,9117082002,BAGARAM,0.4357,SANGAT TERTINGGAL
"72,058",PAPUA,YAHUKIMO,HOGIO,9113162007,HOGIO I,0.4357,SANGAT TERTINGGAL
"72,059",PAPUA,YAHUKIMO,MUSAIK,9113142005,BUE,0.4357,SANGAT TERTINGGAL
"72,060",PAPUA,YAHUKIMO,MUSAIK,9113142006,HALETUK,0.4357,SANGAT TERTINGGAL
"72,061",PAPUA,YAHUKIMO,OBIO,9113102008,HOM HOM,0.4357,SANGAT TERTINGGAL
"72,062",PAPUA,YAHUKIMO,TANGMA,9113202006,SIMEKA,0.4357,SANGAT TERTINGGAL
"72,063",PAPUA BARAT,MANOKWARI SELATAN,DATARAN ISIM,9211042012,DIBERA,0.4357,SANGAT TERTINGGAL
"72,064",PAPUA BARAT,SORONG SELATAN,KOKODA,9204092010,DAUBAK,0.4357,SANGAT TERTINGGAL
"72,065",PAPUA BARAT,SORONG SELATAN,KOKODA,9204092012,NAYAKORE,0.4357,SANGAT TERTINGGAL
"72,066",PAPUA BARAT,TAMBRAUW,KWOOR,9209042012,BARAR,0.4357,SANGAT TERTINGGAL
"72,067",SUMATERA UTARA,NIAS SELATAN,PULAU-PULAU BATU UTARA,1214302008,WAWA,0.4357,SANGAT TERTINGGAL
"72,068",PAPUA,JAYAWIJAYA,SIEPKOSI,9102482006,SEKAN DALAM,0.4356,SANGAT TERTINGGAL
"72,069",SULAWESI TENGGARA,KOLAKA TIMUR,TINONDO,7411092012,IWOIMEA,0.4356,SANGAT TERTINGGAL
"72,070",SUMATERA UTARA,NIAS,ULUGAWO,1204272013,HILIGAFOA,0.4356,SANGAT TERTINGGAL
"72,071",SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK,1220022019,MOMPANG DOLOK,0.4356,SANGAT TERTINGGAL
"72,072",ACEH,ACEH UTARA,PIRAK TIMUR,1108242004,ASAN KRUENG KREH,0.4354,SANGAT TERTINGGAL
"72,073",PAPUA,ASMAT,SUATOR,9118072004,SOMNAK,0.4354,SANGAT TERTINGGAL
"72,074",PAPUA,KEPULAUAN YAPEN,ANGKAISERA,9105042028,MANANAYAM,0.4354,SANGAT TERTINGGAL
"72,075",PAPUA,TOLIKARA,POGANERI,9114272034,TIGIR,0.4354,SANGAT TERTINGGAL
"72,076",PAPUA,YAHUKIMO,SUNTAMON,9113432004,DIRIK,0.4354,SANGAT TERTINGGAL
PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESADAGRI 72/2019",NAMA DESA,"NILAI IDM2021","STATUS IDMDESA 2021"
"72,077",PAPUA BARAT,SORONG,BERAUR,9201042022,KMAFO,0.4354,SANGAT TERTINGGAL
"72,078",SUMATERA UTARA,NIAS SELATAN,PULAU-PULAU BATU TIMUR,1214162002,LABUHAN BAZAU,0.4354,SANGAT TERTINGGAL
"72,079",PAPUA,PEGUNUNGAN BINTANG,KIWIROK TIMUR,9112072003,OKETUR,0.4354,SANGAT TERTINGGAL
"72,080",PAPUA,PEGUNUNGAN BINTANG,KIWIROK TIMUR,9112072008,OKYAKO,0.4354,SANGAT TERTINGGAL
"72,081",PAPUA,PEGUNUNGAN BINTANG,KIWIROK TIMUR,9112072005,WANTEM,0.4354,SANGAT TERTINGGAL
"72,082",PAPUA,BIAK NUMFOR,BIAK BARAT,9106082030,BANASRARES,0.4352,SANGAT TERTINGGAL
"72,083",SUMATERA UTARA,NIAS SELATAN,HILIMEGAI,1214112007,HILITOESE,0.4352,SANGAT TERTINGGAL
"72,084",PAPUA,LANNY JAYA,KARU,9123322001,AYAFOFA,0.4351,SANGAT TERTINGGAL
"72,085",PAPUA,LANNY JAYA,KARU,9123322006,DELEGARI,0.4351,SANGAT TERTINGGAL
"72,086",PAPUA,LANNY JAYA,KARU,9123322007,IGIMBUA,0.4351,SANGAT TERTINGGAL
"72,087",PAPUA,LANNY JAYA,KARU,9123322002,SALEMO,0.4351,SANGAT TERTINGGAL
"72,088",PAPUA,LANNY JAYA,KARU,9123322004,TOWOLUK,0.4351,SANGAT TERTINGGAL
"72,089",PAPUA,LANNY JAYA,KARU,9123322005,TUNUME,0.4351,SANGAT TERTINGGAL
"72,090",PAPUA,LANNY JAYA,KARU,9123322008,YILOKDU,0.4351,SANGAT TERTINGGAL
"72,091",PAPUA,LANNY JAYA,KARU,9123322003,YUDANI,0.4351,SANGAT TERTINGGAL
"72,092",PAPUA,LANNY JAYA,YILUK,9123332003,EKAPAME,0.4351,SANGAT TERTINGGAL
"72,093",PAPUA,LANNY JAYA,YILUK,9123332006,JILEKME,0.4351,SANGAT TERTINGGAL
"72,094",PAPUA,LANNY JAYA,YILUK,9123332005,KUBAGALO,0.4351,SANGAT TERTINGGAL
"72,095",PAPUA,LANNY JAYA,YILUK,9123332001,ODIKA,0.4351,SANGAT TERTINGGAL
"72,096",PAPUA,LANNY JAYA,YILUK,9123332004,PAPANI,0.4351,SANGAT TERTINGGAL
"72,097",PAPUA,LANNY JAYA,YILUK,9123332007,WANOME,0.4351,SANGAT TERTINGGAL
"72,098",PAPUA,LANNY JAYA,YILUK,9123332008,YILUWENERI,0.4351,SANGAT TERTINGGAL
"72,099",PAPUA,LANNY JAYA,YILUK,9123332002,YUBUMABUR,0.4351,SANGAT TERTINGGAL
"72,100",PAPUA,PEGUNUNGAN BINTANG,BIME,9112102004,BOB,0.4351,SANGAT TERTINGGAL
"72,101",PAPUA BARAT,MANOKWARI,WARMARE,9202032025,AIWOW,0.4351,SANGAT TERTINGGAL
"72,102",PAPUA,ASMAT,ATSJ,9118022018,YAISIU,0.4349,SANGAT TERTINGGAL
"72,103",PAPUA BARAT,MANOKWARI,WARMARE,9202032019,MOKWAM,0.4349,SANGAT TERTINGGAL
"72,104",SUMATERA UTARA,NIAS BARAT,MANDREHE BARAT,1225032009,LASARA BAGAWU,0.4349,SANGAT TERTINGGAL
"72,105",SUMATERA UTARA,NIAS SELATAN,LOLOMATUA,1214012008,LAWA-LAWA LUO,0.4349,SANGAT TERTINGGAL
"72,106",SUMATERA UTARA,NIAS SELATAN,LOLOWAU,1214082048,NITUWU BOHO,0.4349,SANGAT TERTINGGAL
"72,107",PAPUA,ASMAT,SURU-SURU,9118082021,SALBIK,0.4348,SANGAT TERTINGGAL
"72,108",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,5302042007,NIFUKIU,0.4346,SANGAT TERTINGGAL
"72,109",PAPUA,MAPPI,MAMBIOMAN BAPAI,9117022005,KHATAN,0.4344,SANGAT TERTINGGAL
"72,110",PAPUA,PEGUNUNGAN BINTANG,OKBAPE,9112122004,KASAWI,0.4344,SANGAT TERTINGGAL
"72,111",KALIMANTAN TENGAH,GUNUNG MAS,KAHAYAN HULU UTARA,6210042028,TUMBANG TAKAOI,0.4344,SANGAT TERTINGGAL
"72,112",PAPUA,YAHUKIMO,UBALIHI,9113302010,SAMIYUL,0.4344,SANGAT TERTINGGAL
"72,113",PAPUA BARAT,TAMBRAUW,WILHEM ROUMBOUTS,9209192001,TABAMSERE,0.4344,SANGAT TERTINGGAL
"72,114",SULAWESI TENGAH,DONGGALA,PINEMBANI,7203212009,TAVANGGELI,0.4344,SANGAT TERTINGGAL
"72,115",ACEH,GAYO LUES,RIKIT GAIB,1113032006,KUNING,0.4343,SANGAT TERTINGGAL
"72,116",ACEH,GAYO LUES,RIKIT GAIB,1113032003,PADANG PASIR,0.4343,SANGAT TERTINGGAL
"72,117",PAPUA,ASMAT,SIRETS,9118172001,YAOSAKOR,0.4343,SANGAT TERTINGGAL
"72,118",SUMATERA UTARA,NIAS SELATAN,HURUNA,1214202009,HILIUSO,0.4343,SANGAT TERTINGGAL
"72,119",SUMATERA UTARA,NIAS SELATAN,SOMAMBAWA,1214262007,GOLAMBANUA II,0.4343,SANGAT TERTINGGAL
"72,120",PAPUA,TOLIKARA,KONDA/ KONDAGA,9114122017,SILABULO,0.4343,SANGAT TERTINGGAL
"72,121",PAPUA,PEGUNUNGAN BINTANG,ABOY,9112082004,JUBLY,0.4341,SANGAT TERTINGGAL
"72,122",PAPUA,PUNCAK JAYA,YAMONERI,9107282014,JIGELO,0.4341,SANGAT TERTINGGAL
"72,123",PAPUA BARAT,TELUK BINTUNI,ARANDAY,9206042001,ARANDAY,0.4341,SANGAT TERTINGGAL
"72,124",PAPUA,PANIAI,MUYE,9108252006,IDAIYO,0.4341,SANGAT TERTINGGAL
"72,125",PAPUA,MAPPI,MINYAMUR,9117092003,KAYAGAI,0.4341,SANGAT TERTINGGAL
"72,126",PAPUA,PANIAI,TELUK DEYA,9108272001,UKAUWO,0.4341,SANGAT TERTINGGAL
"72,127",PAPUA BARAT,TELUK BINTUNI,WAMESA,9206072002,WAMESA II / YAKATI,0.4341,SANGAT TERTINGGAL
"72,128",PAPUA,KEPULAUAN YAPEN,POOM,9105052011,RARISI,0.4341,SANGAT TERTINGGAL
"72,129",PAPUA,YAHUKIMO,HEREAPINI,9113292006,KABUKAL,0.4341,SANGAT TERTINGGAL
"72,130",SUMATERA UTARA,MANDAILING NATAL,MUARA BATANG GADIS,1213172002,HUTAIMBARU,0.4341,SANGAT TERTINGGAL
"72,131",MALUKU UTARA,HALMAHERA BARAT,LOLODA,8201022028,ARUKU,0.4340,SANGAT TERTINGGAL
"72,132",SUMATERA UTARA,NIAS SELATAN,ULUNOYO,1214192005,MARAO,0.4340,SANGAT TERTINGGAL
"72,133",PAPUA,PANIAI,PANIAI BARAT,9108022021,TOTIYO,0.4340,SANGAT TERTINGGAL
"72,134",PAPUA BARAT,SORONG SELATAN,KOKODA,9204092015,BIRAWAKU,0.4340,SANGAT TERTINGGAL
"72,135",PAPUA,PANIAI,EKADIDE,9108212014,KENEUGI,0.4338,SANGAT TERTINGGAL
"72,136",PAPUA,YALIMO,WELAREK,9122052052,TINMUHUK,0.4338,SANGAT TERTINGGAL
"72,137",ACEH,ACEH TENGGARA,LEUSER,1102162012,BUNBUN INDAH,0.4338,SANGAT TERTINGGAL
"72,138",PAPUA,INTAN JAYA,HITADIPA,9127062003,JANAMBA,0.4338,SANGAT TERTINGGAL
"72,139",PAPUA,INTAN JAYA,HITADIPA,9127062001,WABUI,0.4338,SANGAT TERTINGGAL
"72,140",PAPUA,MAPPI,PASSUE BAWAH,9117142001,WONGGI,0.4338,SANGAT TERTINGGAL
"72,141",PAPUA,TOLIKARA,LI ANOGOMMA,9114452005,LERAGAWI/MEGAGIRAKU K,0.4338,SANGAT TERTINGGAL
"72,142",PAPUA,YAHUKIMO,HOGIO,9113162006,SIPNIDIPMU,0.4338,SANGAT TERTINGGAL
"72,143",PAPUA,YAHUKIMO,OBIO,9113102009,WENDAME,0.4338,SANGAT TERTINGGAL
"72,144",PAPUA,YAHUKIMO,SELA,9113392004,HOROMON,0.4338,SANGAT TERTINGGAL
"72,145",PAPUA,YAHUKIMO,SUNTAMON,9113432007,MASUMKON,0.4338,SANGAT TERTINGGAL
"72,146",PAPUA BARAT,FAK FAK,FURWAGI,9203162006,TANEHAMUR,0.4338,SANGAT TERTINGGAL
"72,147",PAPUA BARAT,TAMBRAUW,MIYAH SELATAN,9209162008,RUVEWES,0.4338,SANGAT TERTINGGAL
"72,148",SUMATERA UTARA,NIAS SELATAN,LOLOMATUA,1214012029,HILIFAONDRATO,0.4338,SANGAT TERTINGGAL
"72,149",SUMATERA UTARA,NIAS SELATAN,ONOLALU,1214332002,HILIMONDREGERAYA,0.4338,SANGAT TERTINGGAL
"72,150",MALUKU,SERAM BAGIAN TIMUR,KILMURY,8105082012,MISING,0.4337,SANGAT TERTINGGAL
"72,151",PAPUA,JAYAWIJAYA,SIEPKOSI,9102482004,NOAGALO,0.4337,SANGAT TERTINGGAL
"72,152",PAPUA,YAHUKIMO,AMUMA,9113132002,SARMUGE,0.4337,SANGAT TERTINGGAL
"72,153",ACEH,ACEH TENGGARA,LEUSER,1102162014,TUAH KEKHINE,0.4335,SANGAT TERTINGGAL
"72,154",PAPUA,JAYAWIJAYA,ASOTIPO,9102642006,IWIGIMA,0.4335,SANGAT TERTINGGAL
"72,155",PAPUA,TOLIKARA,POGANERI,9114272027,BOGOKILA,0.4335,SANGAT TERTINGGAL
"72,156",PAPUA BARAT,MANOKWARI SELATAN,DATARAN ISIM,9211042008,INYUARA,0.4335,SANGAT TERTINGGAL
"72,157",PAPUA,PEGUNUNGAN BINTANG,NONGME,9112342003,YOKOM,0.4335,SANGAT TERTINGGAL
"72,158",PAPUA,PEGUNUNGAN BINTANG,OKHIKA,9112202003,OKTENENG,0.4335,SANGAT TERTINGGAL
"72,159",PAPUA,YALIMO,ABENAHO,9122032053,YABUSUP,0.4335,SANGAT TERTINGGAL
"72,160",PAPUA,YAHUKIMO,KURIMA,9113012016,ANJELMA,0.4333,SANGAT TERTINGGAL
"72,161",PAPUA BARAT,TELUK WONDAMA,NAIKERE,9207072001,WOSIMI,0.4333,SANGAT TERTINGGAL
"72,162",SUMATERA UTARA,NIAS,HILISERANGKAI,1204202012,AWELA,0.4333,SANGAT TERTINGGAL
"72,163",SUMATERA UTARA,NIAS BARAT,MANDREHE,1225052012,FADORO BAHILI,0.4333,SANGAT TERTINGGAL
"72,164",SUMATERA UTARA,NIAS SELATAN,LOLOMATUA,1214012028,ORUDUA LAWA-LAWA LUO,0.4333,SANGAT TERTINGGAL
"72,165",SUMATERA UTARA,NIAS SELATAN,PULAU-PULAU BATU BARAT,1214292007,BAWOLAWINDRA,0.4333,SANGAT TERTINGGAL
"72,166",ACEH,KOTA SUBULUSSALAM,LONGKIB,1175052003,PANJI,0.4332,SANGAT TERTINGGAL
"72,167",PAPUA,JAYAPURA,GRESI SELATAN,9103182001,OMON,0.4332,SANGAT TERTINGGAL
"72,168",PAPUA,PUNCAK JAYA,YAMONERI,9107282002,KOBARAK,0.4332,SANGAT TERTINGGAL
"72,169",PAPUA,PUNCAK JAYA,YAMONERI,9107282008,YAMONERI,0.4332,SANGAT TERTINGGAL
"72,170",PAPUA,YAHUKIMO,ANGGRUK,9113022043,PALIPTEK,0.4332,SANGAT TERTINGGAL
"72,171",PAPUA,YAHUKIMO,MUGI,9113172014,WANESI,0.4332,SANGAT TERTINGGAL
"72,172",PAPUA,PANIAI,YAGAI,9108282004,IPUWA,0.4330,SANGAT TERTINGGAL
"72,173",PAPUA,LANNY JAYA,DIMBA,9123052001,DIMBA,0.4330,SANGAT TERTINGGAL
"72,174",PAPUA,LANNY JAYA,DIMBA,9123052008,MAGEGOBAK,0.4330,SANGAT TERTINGGAL
"72,175",PAPUA,LANNY JAYA,DIMBA,9123052013,MEWILANGUN,0.4330,SANGAT TERTINGGAL
"72,176",PAPUA,LANNY JAYA,DIMBA,9123052010,NONGOPNAGE,0.4330,SANGAT TERTINGGAL
"72,177",PAPUA,LANNY JAYA,DIMBA,9123052014,TALIBARENAK,0.4330,SANGAT TERTINGGAL
"72,178",PAPUA,LANNY JAYA,DIMBA,9123052012,WAWIRAGI,0.4330,SANGAT TERTINGGAL
"72,179",PAPUA,LANNY JAYA,DIMBA,9123052011,WENGENAMBUR,0.4330,SANGAT TERTINGGAL
"72,180",PAPUA,LANNY JAYA,DIMBA,9123052006,YUGWA,0.4330,SANGAT TERTINGGAL
"72,181",PAPUA,PEGUNUNGAN BINTANG,JETFA,9112302002,LULIS,0.4330,SANGAT TERTINGGAL
"72,182",ACEH,PIDIE,SIMPANG TIGA,1107182009,COT PALEUE,0.4329,SANGAT TERTINGGAL
"72,183",PAPUA,MERAUKE,KIMAAM,9101042005,TERI,0.4329,SANGAT TERTINGGAL
"72,184",SUMATERA UTARA,NIAS SELATAN,AMANDRAYA,1214072030,AMANDRAYA,0.4329,SANGAT TERTINGGAL
"72,185",PAPUA,PANIAI,YAGAI,9108282007,PAYOGEI,0.4329,SANGAT TERTINGGAL
"72,186",ACEH,PIDIE,MUARA TIGA,1107122007,DEYAH,0.4327,SANGAT TERTINGGAL
"72,187",PAPUA,MAPPI,HAJU,9117052009,OMURO,0.4325,SANGAT TERTINGGAL
"72,188",PAPUA,PEGUNUNGAN BINTANG,PAMEK,9112332007,BARAMIRYE,0.4325,SANGAT TERTINGGAL
PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESADAGRI 72/2019",NAMA DESA,"NILAI IDM2021","STATUS IDMDESA 2021"
"72,189",PAPUA,PEGUNUNGAN BINTANG,PAMEK,9112332004,BARICE,0.4325,SANGAT TERTINGGAL
"72,190",PAPUA,PEGUNUNGAN BINTANG,PAMEK,9112332005,IMDE,0.4325,SANGAT TERTINGGAL
"72,191",PAPUA,PEGUNUNGAN BINTANG,PAMEK,9112332010,KALEK,0.4325,SANGAT TERTINGGAL
"72,192",PAPUA,PEGUNUNGAN BINTANG,PAMEK,9112332006,LUMDAKNA,0.4325,SANGAT TERTINGGAL
"72,193",PAPUA,PEGUNUNGAN BINTANG,PAMEK,9112332008,MANDALAK,0.4325,SANGAT TERTINGGAL
"72,194",PAPUA,PEGUNUNGAN BINTANG,PAMEK,9112332001,MARIKLA,0.4325,SANGAT TERTINGGAL
"72,195",PAPUA,PEGUNUNGAN BINTANG,PAMEK,9112332011,PINGGON,0.4325,SANGAT TERTINGGAL
"72,196",PAPUA,PEGUNUNGAN BINTANG,PAMEK,9112332002,YABOSOROM,0.4325,SANGAT TERTINGGAL
"72,197",PAPUA,PEGUNUNGAN BINTANG,PAMEK,9112332009,YOKUL,0.4325,SANGAT TERTINGGAL
"72,198",PAPUA,ASMAT,SAFAN,9118162011,JITORSOK,0.4325,SANGAT TERTINGGAL
"72,199",PAPUA,ASMAT,SAFAN,9118162010,SIMSAGAR,0.4325,SANGAT TERTINGGAL
"72,200",PAPUA,ASMAT,SAFAN,9118162006,TEREO,0.4325,SANGAT TERTINGGAL
"72,201",PAPUA,JAYAWIJAYA,WESAPUT,9102682007,SILUMAREK,0.4325,SANGAT TERTINGGAL
"72,202",PAPUA,KEEROM,KAISENAR,9111112005,TEFANMA SATU,0.4325,SANGAT TERTINGGAL
"72,203",PAPUA,MAPPI,EDERA,9117042002,GETURKI,0.4325,SANGAT TERTINGGAL
"72,204",PAPUA,MAPPI,OBAA,9117012009,PIAI,0.4325,SANGAT TERTINGGAL
"72,205",PAPUA,NABIRE,MENOU,9104252001,KUNUPI,0.4325,SANGAT TERTINGGAL
"72,206",PAPUA BARAT,SORONG SELATAN,KOKODA,9204092002,NEGERI BESAR,0.4325,SANGAT TERTINGGAL
"72,207",PAPUA,LANNY JAYA,MELAGINERI,9123062001,MALAGAI,0.4324,SANGAT TERTINGGAL
"72,208",SUMATERA UTARA,NIAS SELATAN,ARAMO,1214152016,HILIADOLOWA,0.4324,SANGAT TERTINGGAL
"72,209",PAPUA,MAMBERAMO TENGAH,ILUGWA,9121052006,ILLUSILIMO,0.4322,SANGAT TERTINGGAL
"72,210",PAPUA,PEGUNUNGAN BINTANG,OKBEMTAU,9112232001,OKTAU,0.4322,SANGAT TERTINGGAL
"72,211",PAPUA BARAT,MAYBRAT,AITINYO UTARA,9210072015,INTA,0.4322,SANGAT TERTINGGAL
"72,212",SULAWESI TENGAH,DONGGALA,PINEMBANI,7203212004,BAMBAKANINI,0.4322,SANGAT TERTINGGAL
"72,213",SUMATERA UTARA,NIAS BARAT,LOLOFITU MOI,1225072002,DURIA,0.4322,SANGAT TERTINGGAL
"72,214",SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK SIGOMPULON,1220012006,SIHALO HALO,0.4322,SANGAT TERTINGGAL
"72,215",PAPUA,PANIAI,ARADIDE,9108042039,BODATADI,0.4319,SANGAT TERTINGGAL
"72,216",PAPUA,PEGUNUNGAN BINTANG,OKBAB,9112252004,DUMPASIK,0.4319,SANGAT TERTINGGAL
"72,217",PAPUA,PEGUNUNGAN BINTANG,OKBAB,9112252003,KIRIMU,0.4319,SANGAT TERTINGGAL
"72,218",PAPUA,YALIMO,WELAREK,9122052001,WELAREK,0.4319,SANGAT TERTINGGAL
"72,219",PAPUA,ASMAT,SURU-SURU,9118082008,JIFAK,0.4319,SANGAT TERTINGGAL
"72,220",PAPUA,ASMAT,UNIR SIRAU,9118102004,BERIP,0.4319,SANGAT TERTINGGAL
"72,221",PAPUA,KEEROM,YAFFI,9111102006,FAFENUMBU,0.4319,SANGAT TERTINGGAL
"72,222",PAPUA,PUNCAK,DERVOS,9125092006,DUAITA,0.4319,SANGAT TERTINGGAL
"72,223",PAPUA,PUNCAK,MABUGI,9125192003,KO'EAO,0.4319,SANGAT TERTINGGAL
"72,224",PAPUA,PUNCAK,POGOMA,9125052014,GUWAMU,0.4319,SANGAT TERTINGGAL
"72,225",PAPUA BARAT,MANOKWARI,TANAH RUBUH,9202172005,MBATMA,0.4319,SANGAT TERTINGGAL
"72,226",PAPUA BARAT,MANOKWARI,TANAH RUBUH,9202172022,WEDONI,0.4319,SANGAT TERTINGGAL
"72,227",PAPUA BARAT,PEGUNUNGAN ARFAK,MINYAMBAOUW,9212092026,MAINDA,0.4319,SANGAT TERTINGGAL
"72,228",SUMATERA UTARA,NIAS SELATAN,LOLOMATUA,1214012005,HILIOTALUA,0.4319,SANGAT TERTINGGAL
"72,229",NUSA TENGGARA TIMUR,KUPANG,AMFOANG BARAT LAUT,5301222004,TIMAU,0.4317,SANGAT TERTINGGAL
"72,230",PAPUA,JAYAPURA,NIMBOKRANG,9103082004,BERAB,0.4317,SANGAT TERTINGGAL
"72,231",PAPUA,JAYAWIJAYA,PELEBAGA,9102342003,HEATNEM,0.4317,SANGAT TERTINGGAL
"72,232",PAPUA,JAYAWIJAYA,PELEBAGA,9102342027,HITELOWA,0.4317,SANGAT TERTINGGAL
"72,233",PAPUA,MAMBERAMO TENGAH,KELILA,9121022012,TARI,0.4317,SANGAT TERTINGGAL
"72,234",PAPUA BARAT,SORONG,SAYOSA TIMUR,9201552004,KLAWON,0.4317,SANGAT TERTINGGAL
"72,235",SUMATERA UTARA,NIAS,GIDO,1204062022,SISOBAHILI,0.4317,SANGAT TERTINGGAL
"72,236",SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK,1220022009,PAYA OMBIK,0.4317,SANGAT TERTINGGAL
"72,237",PAPUA,BIAK NUMFOR,WARSA,9106092025,MANBEORI,0.4316,SANGAT TERTINGGAL
"72,238",PAPUA,PUNCAK,SINAK,9125062017,PASIR PUTIH,0.4316,SANGAT TERTINGGAL
"72,239",PAPUA,PUNCAK JAYA,DOKOME,9107252001,DOKOME,0.4316,SANGAT TERTINGGAL
"72,240",PAPUA,TOLIKARA,LI ANOGOMMA,9114452002,ABURAGE,0.4316,SANGAT TERTINGGAL
"72,241",SULAWESI TENGAH,TOJO UNA UNA,ULUBONGKA,7209062018,TAKIBANGKE,0.4316,SANGAT TERTINGGAL
"72,242",PAPUA,BOVEN DIGOEL,NINATI,9116172003,KAWAKTEMBUT,0.4316,SANGAT TERTINGGAL
"72,243",PAPUA,YALIMO,ABENAHO,9122032052,ELIYEKMA,0.4316,SANGAT TERTINGGAL
"72,244",PAPUA,PEGUNUNGAN BINTANG,WEIME,9112272001,MERPASIKNE,0.4316,SANGAT TERTINGGAL
"72,245",PAPUA,YAHUKIMO,KURIMA,9113012044,TUKUAREK,0.4314,SANGAT TERTINGGAL
"72,246",PAPUA,DOGIYAI,MAPIA TENGAH,9126092007,TIMEPA,0.4313,SANGAT TERTINGGAL
"72,247",PAPUA,JAYAWIJAYA,TAGIME,9102552005,YORDANIA TULAK,0.4313,SANGAT TERTINGGAL
"72,248",PAPUA,PUNCAK,SINAK,9125062014,KOLARIBANAK,0.4313,SANGAT TERTINGGAL
"72,249",PAPUA,YAHUKIMO,ANGGRUK,9113022037,ILWAP,0.4313,SANGAT TERTINGGAL
"72,250",PAPUA,YAHUKIMO,ANGGRUK,9113022044,LETIN,0.4313,SANGAT TERTINGGAL
"72,251",PAPUA,YAHUKIMO,KABIANGGAMA,9113462001,KABIANGGAMA,0.4313,SANGAT TERTINGGAL
"72,252",PAPUA,YAHUKIMO,UBAHAK,9113252006,KELENG,0.4313,SANGAT TERTINGGAL
"72,253",PAPUA,PUNCAK JAYA,MEWOLUK,9107072011,BIAK,0.4313,SANGAT TERTINGGAL
"72,254",PAPUA,LANNY JAYA,GOA BALIM,9123242002,BALIMNERI,0.4311,SANGAT TERTINGGAL
"72,255",PAPUA,LANNY JAYA,GOA BALIM,9123242007,DINUWI,0.4311,SANGAT TERTINGGAL
"72,256",PAPUA,LANNY JAYA,GOA BALIM,9123242005,GWILONIK,0.4311,SANGAT TERTINGGAL
"72,257",PAPUA,LANNY JAYA,GOA BALIM,9123242006,ILIM,0.4311,SANGAT TERTINGGAL
"72,258",PAPUA,LANNY JAYA,GOA BALIM,9123242004,KUNGGANERI,0.4311,SANGAT TERTINGGAL
"72,259",PAPUA,LANNY JAYA,GOA BALIM,9123242003,TIMOTANI,0.4311,SANGAT TERTINGGAL
"72,260",PAPUA,LANNY JAYA,GOA BALIM,9123242001,WAMITU,0.4311,SANGAT TERTINGGAL
"72,261",SUMATERA UTARA,NIAS,ULUGAWO,1204272010,SISOBAHILI ULU GAWO,0.4311,SANGAT TERTINGGAL
"72,262",PAPUA,MIMIKA,MIMIKA BARAT TENGAH,9109122003,MUPURUKA,0.4310,SANGAT TERTINGGAL
"72,263",PAPUA,MIMIKA,TEMBAGAPURA,9109102018,JONGKOGAMA,0.4310,SANGAT TERTINGGAL
"72,264",PAPUA,PUNCAK JAYA,MUARA,9107202006,KARUBATE,0.4310,SANGAT TERTINGGAL
"72,265",PAPUA,PUNCAK JAYA,MUARA,9107202003,YALINGGUA,0.4310,SANGAT TERTINGGAL
"72,266",PAPUA,YALIMO,ABENAHO,9122032075,GEFIDO,0.4310,SANGAT TERTINGGAL
"72,267",PAPUA,PEGUNUNGAN BINTANG,IWUR,9112042013,EWENKATOP,0.4308,SANGAT TERTINGGAL
"72,268",PAPUA,MAPPI,OBAA,9117012026,RAYAM,0.4306,SANGAT TERTINGGAL
"72,269",PAPUA,MERAUKE,TABONJI,9101182009,BAMOL II,0.4306,SANGAT TERTINGGAL
"72,270",PAPUA,YAHUKIMO,UBALIHI,9113302009,SALAKMA,0.4306,SANGAT TERTINGGAL
"72,271",PAPUA,YAHUKIMO,UBALIHI,9113302006,SEHELU,0.4306,SANGAT TERTINGGAL
"72,272",PAPUA,YAHUKIMO,UBALIHI,9113302005,TALAMBELA,0.4306,SANGAT TERTINGGAL
"72,273",PAPUA,YAHUKIMO,WALMA,9113272008,YETEHUP,0.4306,SANGAT TERTINGGAL
"72,274",PAPUA,MAMBERAMO RAYA,MAMBERAMO HILIR,9120052001,BAUDI,0.4305,SANGAT TERTINGGAL
"72,275",SUMATERA UTARA,NIAS SELATAN,IDANOTAE,1214352010,HAREFA ORAHUA,0.4305,SANGAT TERTINGGAL
"72,276",PAPUA,PANIAI,PANIAI BARAT,9108022023,BEKO,0.4303,SANGAT TERTINGGAL
"72,277",PAPUA,PUNCAK JAYA,MULIA,9107012023,WUYUNERI,0.4303,SANGAT TERTINGGAL
"72,278",PAPUA,MAPPI,KAIBAR,9117072007,BINERBIS,0.4303,SANGAT TERTINGGAL
"72,279",PAPUA,INTAN JAYA,HOMEYO,9127022008,KOBAE,0.4302,SANGAT TERTINGGAL
"72,280",PAPUA,MAMBERAMO TENGAH,KOBAGMA,9121012003,SERALEMA,0.4302,SANGAT TERTINGGAL
